Src   Dst   Srvport  Utilized (ns)   Utilization
477   913   YES      0               0.00%
477   914   YES      0               0.00%
477   915   YES      0               0.00%
477   916   YES      0               0.00%
477   917   YES      0               0.00%
477   918   YES      0               0.00%
477   919   YES      0               0.00%
478   920   YES      0               0.00%
478   921   YES      0               0.00%
478   922   YES      0               0.00%
478   923   YES      0               0.00%
478   924   YES      0               0.00%
478   925   YES      0               0.00%
478   926   YES      0               0.00%
478   927   YES      0               0.00%
479   920   YES      0               0.00%
479   921   YES      0               0.00%
479   922   YES      0               0.00%
479   923   YES      0               0.00%
479   924   YES      0               0.00%
479   925   YES      0               0.00%
479   926   YES      0               0.00%
479   927   YES      0               0.00%
480   920   YES      0               0.00%
480   921   YES      0               0.00%
480   922   YES      0               0.00%
480   923   YES      0               0.00%
480   924   YES      0               0.00%
480   925   YES      0               0.00%
480   926   YES      0               0.00%
480   927   YES      0               0.00%
481   920   YES      0               0.00%
481   921   YES      0               0.00%
481   922   YES      0               0.00%
481   923   YES      0               0.00%
481   924   YES      0               0.00%
481   925   YES      0               0.00%
481   926   YES      0               0.00%
481   927   YES      0               0.00%
482   920   YES      0               0.00%
482   921   YES      0               0.00%
482   922   YES      0               0.00%
482   923   YES      0               0.00%
482   924   YES      0               0.00%
482   925   YES      0               0.00%
482   926   YES      0               0.00%
482   927   YES      0               0.00%
483   920   YES      0               0.00%
483   921   YES      0               0.00%
483   922   YES      0               0.00%
483   923   YES      0               0.00%
483   924   YES      0               0.00%
483   925   YES      0               0.00%
483   926   YES      0               0.00%
483   927   YES      0               0.00%
484   928   YES      0               0.00%
484   929   YES      0               0.00%
484   930   YES      0               0.00%
484   931   YES      0               0.00%
484   932   YES      0               0.00%
484   933   YES      0               0.00%
484   934   YES      0               0.00%
484   935   YES      0               0.00%
485   928   YES      0               0.00%
485   929   YES      0               0.00%
485   930   YES      0               0.00%
485   931   YES      0               0.00%
485   932   YES      0               0.00%
485   933   YES      0               0.00%
485   934   YES      0               0.00%
485   935   YES      0               0.00%
486   928   YES      0               0.00%
486   929   YES      0               0.00%
486   930   YES      0               0.00%
486   931   YES      0               0.00%
486   932   YES      0               0.00%
486   933   YES      0               0.00%
486   934   YES      0               0.00%
486   935   YES      0               0.00%
487   928   YES      0               0.00%
487   929   YES      0               0.00%
487   930   YES      0               0.00%
487   931   YES      0               0.00%
487   932   YES      0               0.00%
487   933   YES      0               0.00%
487   934   YES      0               0.00%
487   935   YES      0               0.00%
488   928   YES      0               0.00%
488   929   YES      0               0.00%
488   930   YES      0               0.00%
488   931   YES      0               0.00%
488   932   YES      0               0.00%
488   933   YES      0               0.00%
488   934   YES      0               0.00%
488   935   YES      0               0.00%
489   928   YES      0               0.00%
489   929   YES      0               0.00%
489   930   YES      0               0.00%
489   931   YES      0               0.00%
489   932   YES      0               0.00%
489   933   YES      0               0.00%
489   934   YES      0               0.00%
489   935   YES      0               0.00%
490   936   YES      0               0.00%
490   937   YES      0               0.00%
490   938   YES      0               0.00%
490   939   YES      0               0.00%
490   940   YES      0               0.00%
490   941   YES      0               0.00%
490   942   YES      0               0.00%
490   943   YES      0               0.00%
491   936   YES      0               0.00%
491   937   YES      0               0.00%
491   938   YES      0               0.00%
491   939   YES      0               0.00%
491   940   YES      0               0.00%
491   941   YES      0               0.00%
491   942   YES      0               0.00%
491   943   YES      0               0.00%
492   936   YES      0               0.00%
492   937   YES      0               0.00%
492   938   YES      0               0.00%
492   939   YES      0               0.00%
492   940   YES      0               0.00%
492   941   YES      0               0.00%
492   942   YES      0               0.00%
492   943   YES      0               0.00%
493   936   YES      0               0.00%
493   937   YES      0               0.00%
493   938   YES      0               0.00%
493   939   YES      0               0.00%
493   940   YES      0               0.00%
493   941   YES      0               0.00%
493   942   YES      0               0.00%
493   943   YES      0               0.00%
494   936   YES      0               0.00%
494   937   YES      0               0.00%
494   938   YES      0               0.00%
494   939   YES      0               0.00%
494   940   YES      0               0.00%
494   941   YES      0               0.00%
494   942   YES      0               0.00%
494   943   YES      0               0.00%
495   936   YES      0               0.00%
495   937   YES      0               0.00%
495   938   YES      0               0.00%
495   939   YES      0               0.00%
495   940   YES      0               0.00%
495   941   YES      0               0.00%
495   942   YES      0               0.00%
495   943   YES      0               0.00%
496   944   YES      0               0.00%
496   945   YES      0               0.00%
496   946   YES      0               0.00%
496   947   YES      0               0.00%
496   948   YES      0               0.00%
496   949   YES      0               0.00%
496   950   YES      0               0.00%
496   951   YES      0               0.00%
497   944   YES      0               0.00%
497   945   YES      0               0.00%
497   946   YES      0               0.00%
497   947   YES      0               0.00%
497   948   YES      0               0.00%
497   949   YES      0               0.00%
497   950   YES      0               0.00%
497   951   YES      0               0.00%
498   944   YES      0               0.00%
498   945   YES      0               0.00%
498   946   YES      0               0.00%
498   947   YES      0               0.00%
498   948   YES      0               0.00%
498   949   YES      0               0.00%
498   950   YES      0               0.00%
498   951   YES      0               0.00%
499   944   YES      0               0.00%
499   945   YES      0               0.00%
499   946   YES      0               0.00%
499   947   YES      0               0.00%
499   948   YES      0               0.00%
499   949   YES      0               0.00%
499   950   YES      0               0.00%
499   951   YES      0               0.00%
500   944   YES      0               0.00%
500   945   YES      0               0.00%
500   946   YES      0               0.00%
500   947   YES      0               0.00%
500   948   YES      0               0.00%
500   949   YES      0               0.00%
500   950   YES      0               0.00%
500   951   YES      0               0.00%
501   944   YES      0               0.00%
501   945   YES      0               0.00%
501   946   YES      0               0.00%
501   947   YES      0               0.00%
501   948   YES      0               0.00%
501   949   YES      0               0.00%
501   950   YES      0               0.00%
501   951   YES      0               0.00%
502   952   YES      0               0.00%
502   953   YES      0               0.00%
502   954   YES      0               0.00%
502   955   YES      0               0.00%
502   956   YES      0               0.00%
502   957   YES      0               0.00%
502   958   YES      0               0.00%
502   959   YES      0               0.00%
503   952   YES      0               0.00%
503   953   YES      0               0.00%
503   954   YES      0               0.00%
503   955   YES      0               0.00%
503   956   YES      0               0.00%
503   957   YES      0               0.00%
503   958   YES      0               0.00%
503   959   YES      0               0.00%
504   952   YES      0               0.00%
504   953   YES      0               0.00%
504   954   YES      0               0.00%
504   955   YES      0               0.00%
504   956   YES      0               0.00%
504   957   YES      0               0.00%
504   958   YES      0               0.00%
504   959   YES      0               0.00%
505   952   YES      0               0.00%
505   953   YES      0               0.00%
505   954   YES      0               0.00%
505   955   YES      0               0.00%
505   956   YES      0               0.00%
505   957   YES      0               0.00%
505   958   YES      0               0.00%
505   959   YES      0               0.00%
506   952   YES      0               0.00%
506   953   YES      0               0.00%
506   954   YES      0               0.00%
506   955   YES      0               0.00%
506   956   YES      0               0.00%
506   957   YES      0               0.00%
506   958   YES      0               0.00%
506   959   YES      0               0.00%
507   952   YES      0               0.00%
507   953   YES      0               0.00%
507   954   YES      0               0.00%
507   955   YES      0               0.00%
507   956   YES      0               0.00%
507   957   YES      0               0.00%
507   958   YES      0               0.00%
507   959   YES      0               0.00%
508   960   YES      0               0.00%
508   961   YES      0               0.00%
508   962   YES      0               0.00%
508   963   YES      0               0.00%
508   964   YES      0               0.00%
508   965   YES      0               0.00%
508   966   YES      0               0.00%
508   967   YES      0               0.00%
509   960   YES      0               0.00%
509   961   YES      0               0.00%
509   962   YES      0               0.00%
509   963   YES      0               0.00%
509   964   YES      0               0.00%
509   965   YES      0               0.00%
509   966   YES      0               0.00%
509   967   YES      0               0.00%
510   960   YES      0               0.00%
510   961   YES      0               0.00%
510   962   YES      0               0.00%
510   963   YES      0               0.00%
510   964   YES      0               0.00%
510   965   YES      0               0.00%
510   966   YES      0               0.00%
510   967   YES      0               0.00%
511   960   YES      0               0.00%
511   961   YES      0               0.00%
511   962   YES      0               0.00%
511   963   YES      0               0.00%
511   964   YES      0               0.00%
511   965   YES      0               0.00%
511   966   YES      0               0.00%
511   967   YES      0               0.00%
512   960   YES      0               0.00%
512   961   YES      0               0.00%
512   962   YES      0               0.00%
512   963   YES      0               0.00%
512   964   YES      0               0.00%
512   965   YES      0               0.00%
512   966   YES      0               0.00%
512   967   YES      0               0.00%
513   960   YES      0               0.00%
513   961   YES      0               0.00%
513   962   YES      0               0.00%
513   963   YES      0               0.00%
513   964   YES      0               0.00%
513   965   YES      0               0.00%
513   966   YES      0               0.00%
513   967   YES      0               0.00%
514   968   YES      0               0.00%
514   969   YES      0               0.00%
514   970   YES      0               0.00%
514   971   YES      0               0.00%
514   972   YES      0               0.00%
514   973   YES      0               0.00%
514   974   YES      0               0.00%
514   975   YES      0               0.00%
515   968   YES      0               0.00%
515   969   YES      0               0.00%
515   970   YES      0               0.00%
515   971   YES      0               0.00%
515   972   YES      0               0.00%
515   973   YES      0               0.00%
515   974   YES      0               0.00%
515   975   YES      0               0.00%
516   968   YES      0               0.00%
516   969   YES      0               0.00%
516   970   YES      0               0.00%
516   971   YES      0               0.00%
516   972   YES      0               0.00%
516   973   YES      0               0.00%
516   974   YES      0               0.00%
516   975   YES      0               0.00%
517   968   YES      0               0.00%
517   969   YES      0               0.00%
517   970   YES      0               0.00%
517   971   YES      0               0.00%
517   972   YES      0               0.00%
517   973   YES      0               0.00%
517   974   YES      0               0.00%
517   975   YES      0               0.00%
518   968   YES      0               0.00%
518   969   YES      0               0.00%
518   970   YES      0               0.00%
518   971   YES      0               0.00%
518   972   YES      0               0.00%
518   973   YES      0               0.00%
518   974   YES      0               0.00%
518   975   YES      0               0.00%
519   968   YES      0               0.00%
519   969   YES      0               0.00%
519   970   YES      0               0.00%
519   971   YES      0               0.00%
519   972   YES      0               0.00%
519   973   YES      0               0.00%
519   974   YES      0               0.00%
519   975   YES      0               0.00%
520   976   YES      0               0.00%
520   977   YES      0               0.00%
520   978   YES      0               0.00%
520   979   YES      0               0.00%
520   980   YES      0               0.00%
520   981   YES      0               0.00%
520   982   YES      0               0.00%
520   983   YES      0               0.00%
521   976   YES      0               0.00%
521   977   YES      0               0.00%
521   978   YES      0               0.00%
521   979   YES      0               0.00%
521   980   YES      0               0.00%
521   981   YES      0               0.00%
521   982   YES      0               0.00%
521   983   YES      0               0.00%
522   976   YES      0               0.00%
522   977   YES      0               0.00%
522   978   YES      0               0.00%
522   979   YES      0               0.00%
522   980   YES      0               0.00%
522   981   YES      0               0.00%
522   982   YES      0               0.00%
522   983   YES      0               0.00%
523   976   YES      0               0.00%
523   977   YES      0               0.00%
523   978   YES      0               0.00%
523   979   YES      0               0.00%
523   980   YES      0               0.00%
523   981   YES      0               0.00%
523   982   YES      0               0.00%
523   983   YES      0               0.00%
524   976   YES      0               0.00%
524   977   YES      0               0.00%
524   978   YES      0               0.00%
524   979   YES      0               0.00%
524   980   YES      0               0.00%
524   981   YES      0               0.00%
524   982   YES      0               0.00%
524   983   YES      0               0.00%
525   976   YES      0               0.00%
525   977   YES      0               0.00%
525   978   YES      0               0.00%
525   979   YES      0               0.00%
525   980   YES      0               0.00%
525   981   YES      0               0.00%
525   982   YES      0               0.00%
525   983   YES      0               0.00%
526   984   YES      0               0.00%
526   985   YES      0               0.00%
526   986   YES      0               0.00%
526   987   YES      0               0.00%
526   988   YES      0               0.00%
526   989   YES      0               0.00%
526   990   YES      0               0.00%
526   991   YES      0               0.00%
527   984   YES      0               0.00%
527   985   YES      0               0.00%
527   986   YES      0               0.00%
527   987   YES      0               0.00%
527   988   YES      0               0.00%
527   989   YES      0               0.00%
527   990   YES      0               0.00%
527   991   YES      0               0.00%
528   984   YES      0               0.00%
528   985   YES      0               0.00%
528   986   YES      0               0.00%
528   987   YES      0               0.00%
528   988   YES      0               0.00%
528   989   YES      0               0.00%
528   990   YES      0               0.00%
528   991   YES      0               0.00%
529   984   YES      0               0.00%
529   985   YES      0               0.00%
529   986   YES      0               0.00%
529   987   YES      0               0.00%
529   988   YES      0               0.00%
529   989   YES      0               0.00%
529   990   YES      0               0.00%
529   991   YES      0               0.00%
530   984   YES      0               0.00%
530   985   YES      0               0.00%
530   986   YES      0               0.00%
530   987   YES      0               0.00%
530   988   YES      0               0.00%
530   989   YES      0               0.00%
530   990   YES      0               0.00%
530   991   YES      0               0.00%
531   984   YES      0               0.00%
531   985   YES      0               0.00%
531   986   YES      0               0.00%
531   987   YES      0               0.00%
531   988   YES      0               0.00%
531   989   YES      0               0.00%
531   990   YES      0               0.00%
531   991   YES      0               0.00%
532   992   YES      0               0.00%
532   993   YES      0               0.00%
532   994   YES      0               0.00%
532   995   YES      0               0.00%
532   996   YES      0               0.00%
532   997   YES      0               0.00%
532   998   YES      0               0.00%
532   999   YES      0               0.00%
533   992   YES      0               0.00%
533   993   YES      0               0.00%
533   994   YES      0               0.00%
533   995   YES      0               0.00%
533   996   YES      0               0.00%
533   997   YES      0               0.00%
533   998   YES      0               0.00%
533   999   YES      0               0.00%
534   992   YES      0               0.00%
534   993   YES      0               0.00%
534   994   YES      0               0.00%
534   995   YES      0               0.00%
534   996   YES      0               0.00%
534   997   YES      0               0.00%
534   998   YES      0               0.00%
534   999   YES      0               0.00%
535   992   YES      0               0.00%
535   993   YES      0               0.00%
535   994   YES      0               0.00%
535   995   YES      0               0.00%
535   996   YES      0               0.00%
535   997   YES      0               0.00%
535   998   YES      0               0.00%
535   999   YES      0               0.00%
536   992   YES      0               0.00%
536   993   YES      0               0.00%
536   994   YES      0               0.00%
536   995   YES      0               0.00%
536   996   YES      0               0.00%
536   997   YES      0               0.00%
536   998   YES      0               0.00%
536   999   YES      0               0.00%
537   992   YES      0               0.00%
537   993   YES      0               0.00%
537   994   YES      0               0.00%
537   995   YES      0               0.00%
537   996   YES      0               0.00%
537   997   YES      0               0.00%
537   998   YES      0               0.00%
537   999   YES      0               0.00%
538   1000  YES      0               0.00%
538   1001  YES      0               0.00%
538   1002  YES      0               0.00%
538   1003  YES      0               0.00%
538   1004  YES      0               0.00%
538   1005  YES      0               0.00%
538   1006  YES      0               0.00%
538   1007  YES      0               0.00%
539   1000  YES      0               0.00%
539   1001  YES      0               0.00%
539   1002  YES      0               0.00%
539   1003  YES      0               0.00%
539   1004  YES      0               0.00%
539   1005  YES      0               0.00%
539   1006  YES      0               0.00%
539   1007  YES      0               0.00%
540   1000  YES      0               0.00%
540   1001  YES      0               0.00%
540   1002  YES      0               0.00%
540   1003  YES      0               0.00%
540   1004  YES      0               0.00%
540   1005  YES      0               0.00%
540   1006  YES      0               0.00%
540   1007  YES      0               0.00%
541   1000  YES      0               0.00%
541   1001  YES      0               0.00%
541   1002  YES      0               0.00%
541   1003  YES      0               0.00%
541   1004  YES      0               0.00%
541   1005  YES      0               0.00%
541   1006  YES      0               0.00%
541   1007  YES      0               0.00%
542   1000  YES      0               0.00%
542   1001  YES      0               0.00%
542   1002  YES      0               0.00%
542   1003  YES      0               0.00%
542   1004  YES      0               0.00%
542   1005  YES      0               0.00%
542   1006  YES      0               0.00%
542   1007  YES      0               0.00%
543   1000  YES      0               0.00%
543   1001  YES      0               0.00%
543   1002  YES      0               0.00%
543   1003  YES      0               0.00%
543   1004  YES      0               0.00%
543   1005  YES      0               0.00%
543   1006  YES      0               0.00%
543   1007  YES      0               0.00%
544   1008  YES      0               0.00%
544   1009  YES      0               0.00%
544   1010  YES      0               0.00%
544   1011  YES      0               0.00%
544   1012  YES      0               0.00%
544   1013  YES      0               0.00%
544   1014  YES      0               0.00%
544   1015  YES      0               0.00%
545   1008  YES      0               0.00%
545   1009  YES      0               0.00%
545   1010  YES      0               0.00%
545   1011  YES      0               0.00%
545   1012  YES      0               0.00%
545   1013  YES      0               0.00%
545   1014  YES      0               0.00%
545   1015  YES      0               0.00%
546   1008  YES      0               0.00%
546   1009  YES      0               0.00%
546   1010  YES      0               0.00%
546   1011  YES      0               0.00%
546   1012  YES      0               0.00%
546   1013  YES      0               0.00%
546   1014  YES      0               0.00%
546   1015  YES      0               0.00%
547   1008  YES      0               0.00%
547   1009  YES      0               0.00%
547   1010  YES      0               0.00%
547   1011  YES      0               0.00%
547   1012  YES      0               0.00%
547   1013  YES      0               0.00%
547   1014  YES      0               0.00%
547   1015  YES      0               0.00%
548   1008  YES      0               0.00%
548   1009  YES      0               0.00%
548   1010  YES      0               0.00%
548   1011  YES      0               0.00%
548   1012  YES      0               0.00%
548   1013  YES      0               0.00%
548   1014  YES      0               0.00%
548   1015  YES      0               0.00%
549   1008  YES      0               0.00%
549   1009  YES      0               0.00%
549   1010  YES      0               0.00%
549   1011  YES      0               0.00%
549   1012  YES      0               0.00%
549   1013  YES      0               0.00%
549   1014  YES      0               0.00%
549   1015  YES      0               0.00%
550   1016  YES      0               0.00%
550   1017  YES      0               0.00%
550   1018  YES      0               0.00%
550   1019  YES      0               0.00%
550   1020  YES      0               0.00%
550   1021  YES      0               0.00%
550   1022  YES      0               0.00%
550   1023  YES      0               0.00%
551   1016  YES      0               0.00%
551   1017  YES      0               0.00%
551   1018  YES      0               0.00%
551   1019  YES      0               0.00%
551   1020  YES      0               0.00%
551   1021  YES      0               0.00%
551   1022  YES      0               0.00%
551   1023  YES      0               0.00%
552   1016  YES      0               0.00%
552   1017  YES      0               0.00%
552   1018  YES      0               0.00%
552   1019  YES      0               0.00%
552   1020  YES      0               0.00%
552   1021  YES      0               0.00%
552   1022  YES      0               0.00%
552   1023  YES      0               0.00%
553   1016  YES      0               0.00%
553   1017  YES      0               0.00%
553   1018  YES      0               0.00%
553   1019  YES      0               0.00%
553   1020  YES      0               0.00%
553   1021  YES      0               0.00%
553   1022  YES      0               0.00%
553   1023  YES      0               0.00%
554   1016  YES      0               0.00%
554   1017  YES      0               0.00%
554   1018  YES      0               0.00%
554   1019  YES      0               0.00%
554   1020  YES      0               0.00%
554   1021  YES      0               0.00%
554   1022  YES      0               0.00%
554   1023  YES      0               0.00%
555   1016  YES      0               0.00%
555   1017  YES      0               0.00%
555   1018  YES      0               0.00%
555   1019  YES      0               0.00%
555   1020  YES      0               0.00%
555   1021  YES      0               0.00%
555   1022  YES      0               0.00%
555   1023  YES      0               0.00%
556   1024  YES      0               0.00%
556   1025  YES      0               0.00%
556   1026  YES      0               0.00%
556   1027  YES      0               0.00%
556   1028  YES      0               0.00%
556   1029  YES      0               0.00%
556   1030  YES      0               0.00%
556   1031  YES      0               0.00%
557   1024  YES      0               0.00%
557   1025  YES      0               0.00%
557   1026  YES      0               0.00%
557   1027  YES      0               0.00%
557   1028  YES      0               0.00%
557   1029  YES      0               0.00%
557   1030  YES      0               0.00%
557   1031  YES      0               0.00%
558   1024  YES      0               0.00%
558   1025  YES      0               0.00%
558   1026  YES      0               0.00%
558   1027  YES      0               0.00%
558   1028  YES      0               0.00%
558   1029  YES      0               0.00%
558   1030  YES      0               0.00%
558   1031  YES      0               0.00%
559   1024  YES      0               0.00%
559   1025  YES      0               0.00%
559   1026  YES      0               0.00%
559   1027  YES      0               0.00%
559   1028  YES      0               0.00%
559   1029  YES      0               0.00%
559   1030  YES      0               0.00%
559   1031  YES      0               0.00%
560   1024  YES      0               0.00%
560   1025  YES      0               0.00%
560   1026  YES      0               0.00%
560   1027  YES      0               0.00%
560   1028  YES      0               0.00%
560   1029  YES      0               0.00%
560   1030  YES      0               0.00%
560   1031  YES      0               0.00%
561   1024  YES      0               0.00%
561   1025  YES      0               0.00%
561   1026  YES      0               0.00%
561   1027  YES      0               0.00%
561   1028  YES      0               0.00%
561   1029  YES      0               0.00%
561   1030  YES      0               0.00%
561   1031  YES      0               0.00%
562   1032  YES      0               0.00%
562   1033  YES      0               0.00%
562   1034  YES      0               0.00%
562   1035  YES      0               0.00%
562   1036  YES      0               0.00%
562   1037  YES      0               0.00%
562   1038  YES      0               0.00%
562   1039  YES      0               0.00%
563   1032  YES      0               0.00%
563   1033  YES      0               0.00%
563   1034  YES      0               0.00%
563   1035  YES      0               0.00%
563   1036  YES      0               0.00%
563   1037  YES      0               0.00%
563   1038  YES      0               0.00%
563   1039  YES      0               0.00%
564   1032  YES      0               0.00%
564   1033  YES      0               0.00%
564   1034  YES      0               0.00%
564   1035  YES      0               0.00%
564   1036  YES      0               0.00%
564   1037  YES      0               0.00%
564   1038  YES      0               0.00%
564   1039  YES      0               0.00%
565   1032  YES      0               0.00%
565   1033  YES      0               0.00%
565   1034  YES      0               0.00%
565   1035  YES      0               0.00%
565   1036  YES      0               0.00%
565   1037  YES      0               0.00%
565   1038  YES      0               0.00%
565   1039  YES      0               0.00%
566   1032  YES      0               0.00%
566   1033  YES      0               0.00%
566   1034  YES      0               0.00%
566   1035  YES      0               0.00%
566   1036  YES      0               0.00%
566   1037  YES      0               0.00%
566   1038  YES      0               0.00%
566   1039  YES      0               0.00%
567   1032  YES      0               0.00%
567   1033  YES      0               0.00%
567   1034  YES      0               0.00%
567   1035  YES      0               0.00%
567   1036  YES      0               0.00%
567   1037  YES      0               0.00%
567   1038  YES      0               0.00%
567   1039  YES      0               0.00%
568   1040  YES      0               0.00%
568   1041  YES      0               0.00%
568   1042  YES      0               0.00%
568   1043  YES      0               0.00%
568   1044  YES      0               0.00%
568   1045  YES      0               0.00%
568   1046  YES      0               0.00%
568   1047  YES      0               0.00%
569   1040  YES      0               0.00%
569   1041  YES      0               0.00%
569   1042  YES      0               0.00%
569   1043  YES      0               0.00%
569   1044  YES      0               0.00%
569   1045  YES      0               0.00%
569   1046  YES      0               0.00%
569   1047  YES      0               0.00%
570   1040  YES      0               0.00%
570   1041  YES      0               0.00%
570   1042  YES      0               0.00%
570   1043  YES      0               0.00%
570   1044  YES      0               0.00%
570   1045  YES      0               0.00%
570   1046  YES      0               0.00%
570   1047  YES      0               0.00%
571   1040  YES      0               0.00%
571   1041  YES      0               0.00%
571   1042  YES      0               0.00%
571   1043  YES      0               0.00%
571   1044  YES      0               0.00%
571   1045  YES      0               0.00%
571   1046  YES      0               0.00%
571   1047  YES      0               0.00%
572   1040  YES      0               0.00%
572   1041  YES      0               0.00%
572   1042  YES      0               0.00%
572   1043  YES      0               0.00%
572   1044  YES      0               0.00%
572   1045  YES      0               0.00%
572   1046  YES      0               0.00%
572   1047  YES      0               0.00%
573   1040  YES      0               0.00%
573   1041  YES      0               0.00%
573   1042  YES      0               0.00%
573   1043  YES      0               0.00%
573   1044  YES      0               0.00%
573   1045  YES      0               0.00%
573   1046  YES      0               0.00%
573   1047  YES      0               0.00%
574   1048  YES      0               0.00%
574   1049  YES      0               0.00%
574   1050  YES      0               0.00%
574   1051  YES      0               0.00%
574   1052  YES      0               0.00%
574   1053  YES      0               0.00%
574   1054  YES      0               0.00%
574   1055  YES      0               0.00%
575   1048  YES      0               0.00%
575   1049  YES      0               0.00%
575   1050  YES      0               0.00%
575   1051  YES      0               0.00%
575   1052  YES      0               0.00%
575   1053  YES      0               0.00%
575   1054  YES      0               0.00%
575   1055  YES      0               0.00%
576   1048  YES      0               0.00%
576   1049  YES      0               0.00%
576   1050  YES      0               0.00%
576   1051  YES      0               0.00%
576   1052  YES      0               0.00%
576   1053  YES      0               0.00%
576   1054  YES      0               0.00%
576   1055  YES      0               0.00%
577   1048  YES      0               0.00%
577   1049  YES      0               0.00%
577   1050  YES      0               0.00%
577   1051  YES      0               0.00%
577   1052  YES      0               0.00%
577   1053  YES      0               0.00%
577   1054  YES      0               0.00%
577   1055  YES      0               0.00%
578   1048  YES      0               0.00%
578   1049  YES      0               0.00%
578   1050  YES      0               0.00%
578   1051  YES      0               0.00%
578   1052  YES      0               0.00%
578   1053  YES      0               0.00%
578   1054  YES      0               0.00%
578   1055  YES      0               0.00%
579   1048  YES      0               0.00%
579   1049  YES      0               0.00%
579   1050  YES      0               0.00%
579   1051  YES      0               0.00%
579   1052  YES      0               0.00%
579   1053  YES      0               0.00%
579   1054  YES      0               0.00%
579   1055  YES      0               0.00%
580   1056  YES      0               0.00%
580   1057  YES      0               0.00%
580   1058  YES      0               0.00%
580   1059  YES      0               0.00%
580   1060  YES      0               0.00%
580   1061  YES      0               0.00%
580   1062  YES      0               0.00%
580   1063  YES      0               0.00%
581   1056  YES      0               0.00%
581   1057  YES      0               0.00%
581   1058  YES      0               0.00%
581   1059  YES      0               0.00%
581   1060  YES      0               0.00%
581   1061  YES      0               0.00%
581   1062  YES      0               0.00%
581   1063  YES      0               0.00%
582   1056  YES      0               0.00%
582   1057  YES      0               0.00%
582   1058  YES      0               0.00%
582   1059  YES      0               0.00%
582   1060  YES      0               0.00%
582   1061  YES      0               0.00%
582   1062  YES      0               0.00%
582   1063  YES      0               0.00%
583   1056  YES      0               0.00%
583   1057  YES      0               0.00%
583   1058  YES      0               0.00%
583   1059  YES      0               0.00%
583   1060  YES      0               0.00%
583   1061  YES      0               0.00%
583   1062  YES      0               0.00%
583   1063  YES      0               0.00%
584   1056  YES      0               0.00%
584   1057  YES      0               0.00%
584   1058  YES      0               0.00%
584   1059  YES      0               0.00%
584   1060  YES      0               0.00%
584   1061  YES      0               0.00%
584   1062  YES      0               0.00%
584   1063  YES      0               0.00%
585   1056  YES      0               0.00%
585   1057  YES      0               0.00%
585   1058  YES      0               0.00%
585   1059  YES      0               0.00%
585   1060  YES      0               0.00%
585   1061  YES      0               0.00%
585   1062  YES      0               0.00%
585   1063  YES      0               0.00%
586   1064  YES      0               0.00%
586   1065  YES      0               0.00%
586   1066  YES      0               0.00%
586   1067  YES      0               0.00%
586   1068  YES      0               0.00%
586   1069  YES      0               0.00%
586   1070  YES      0               0.00%
586   1071  YES      0               0.00%
587   1064  YES      0               0.00%
587   1065  YES      0               0.00%
587   1066  YES      0               0.00%
587   1067  YES      0               0.00%
587   1068  YES      0               0.00%
587   1069  YES      0               0.00%
587   1070  YES      0               0.00%
587   1071  YES      0               0.00%
588   1064  YES      0               0.00%
588   1065  YES      0               0.00%
588   1066  YES      0               0.00%
588   1067  YES      0               0.00%
588   1068  YES      0               0.00%
588   1069  YES      0               0.00%
588   1070  YES      0               0.00%
588   1071  YES      0               0.00%
589   1064  YES      0               0.00%
589   1065  YES      0               0.00%
589   1066  YES      0               0.00%
589   1067  YES      0               0.00%
589   1068  YES      0               0.00%
589   1069  YES      0               0.00%
589   1070  YES      0               0.00%
589   1071  YES      0               0.00%
590   1064  YES      0               0.00%
590   1065  YES      0               0.00%
590   1066  YES      0               0.00%
590   1067  YES      0               0.00%
590   1068  YES      0               0.00%
590   1069  YES      0               0.00%
590   1070  YES      0               0.00%
590   1071  YES      0               0.00%
591   1064  YES      0               0.00%
591   1065  YES      0               0.00%
591   1066  YES      0               0.00%
591   1067  YES      0               0.00%
591   1068  YES      0               0.00%
591   1069  YES      0               0.00%
591   1070  YES      0               0.00%
591   1071  YES      0               0.00%
592   1072  YES      0               0.00%
592   1073  YES      0               0.00%
592   1074  YES      0               0.00%
592   1075  YES      0               0.00%
592   1076  YES      0               0.00%
592   1077  YES      0               0.00%
592   1078  YES      0               0.00%
592   1079  YES      0               0.00%
593   1072  YES      0               0.00%
593   1073  YES      0               0.00%
593   1074  YES      0               0.00%
593   1075  YES      0               0.00%
593   1076  YES      0               0.00%
593   1077  YES      0               0.00%
593   1078  YES      0               0.00%
593   1079  YES      0               0.00%
594   1072  YES      0               0.00%
594   1073  YES      0               0.00%
594   1074  YES      0               0.00%
594   1075  YES      0               0.00%
594   1076  YES      0               0.00%
594   1077  YES      0               0.00%
594   1078  YES      0               0.00%
594   1079  YES      0               0.00%
595   1072  YES      0               0.00%
595   1073  YES      0               0.00%
595   1074  YES      0               0.00%
595   1075  YES      0               0.00%
595   1076  YES      0               0.00%
595   1077  YES      0               0.00%
595   1078  YES      0               0.00%
595   1079  YES      0               0.00%
596   1072  YES      0               0.00%
596   1073  YES      0               0.00%
596   1074  YES      0               0.00%
596   1075  YES      0               0.00%
596   1076  YES      0               0.00%
596   1077  YES      0               0.00%
596   1078  YES      0               0.00%
596   1079  YES      0               0.00%
597   1072  YES      0               0.00%
597   1073  YES      0               0.00%
597   1074  YES      0               0.00%
597   1075  YES      0               0.00%
597   1076  YES      0               0.00%
